技能名,属性,分类,耗能,威力,技能描述,可学习精灵,技能图标,技能图标文件,属性图标,分类图标,技能组,Wiki地址
水弹,水,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2b/q5w4ee9bzsnz7rw0nya010p2x50by4b.png,水弹.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%B0%B4%E5%BC%B9
泡沫,水,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b2/65b9x3dc1zspr8pu8ulr9j7rsla6s2m.png,泡沫.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%B3%A1%E6%B2%AB
肥皂泡,水,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/8/8b/dunqswg1h0fyc2hzgnsu00xvx8tl80l.png,肥皂泡.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E8%82%A5%E7%9A%82%E6%B3%A1
水花四溅,水,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c4/19g4tylk3yo2ehmvdr4q0cpw429yw3e.png,水花四溅.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%B0%B4%E8%8A%B1%E5%9B%9B%E6%BA%85
潮涌,水,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/cc/coz4l71zr6qrzhwnuvgl3zbez0suyug.png,潮涌.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%BD%AE%E6%B6%8C
水幕冲击,水,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/38/nfalf6bak6q1jli1kps6gsya7br5p76.png,水幕冲击.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%B0%B4%E5%B9%95%E5%86%B2%E5%87%BB
激流,水,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/4/4b/l8qwcieigs9ny4gdtj8gskmg10eraxi.png,激流.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%BF%80%E6%B5%81
涌泉,水,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e7/cl4n15i3da71hfeo3tleig2mw0vlxpv.png,涌泉.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%B6%8C%E6%B3%89
洗礼,水,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/a7/1x7ennxbgrbn8mg4zainrur50yn9vwn.png,洗礼.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%B4%97%E7%A4%BC
盐水浴,水,状态,,,,,https://patchwiki.biligame.com/images/rocom/4/4e/4mzbfpaie7z3pbqdirzgx835mderbsh.png,盐水浴.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E7%9B%90%E6%B0%B4%E6%B5%B4
潮汐,水,防御,,,,,https://patchwiki.biligame.com/images/rocom/3/36/g8s29svns4rs2erdv1u7os685k8bv3z.png,潮汐.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,,0,https://wiki.biligame.com/rocom/%E6%BD%AE%E6%B1%90
闪光,光,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/4/4d/l3c7n7ginftxk5hlbhlhn7m7zih35kt.png,闪光.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E9%97%AA%E5%85%89
闪光冲击,光,物攻,,,,,https://patchwiki.biligame.com/images/rocom/d/d3/c1mvga7gceng0ug8ur8j7bdwuo51e6m.png,闪光冲击.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E9%97%AA%E5%85%89%E5%86%B2%E5%87%BB
过曝,光,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/4/4a/gdpuh77anculkdjzvh42jda8l0j1rwv.png,过曝.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E8%BF%87%E6%9B%9D
折射,光,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/24/ev65w5134wc1or7b6i79d52fy6p2ej3.png,折射.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E6%8A%98%E5%B0%84
漫反射,光,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/15/4jt3pi7o3uhlk3pqhu0jmxm9l3c4tpa.png,漫反射.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E6%BC%AB%E5%8F%8D%E5%B0%84
镜像反射,光,防御,,,,,https://patchwiki.biligame.com/images/rocom/0/05/f2mbr7s8c3crrlcrhmrhl0zs1auybry.png,镜像反射.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E9%95%9C%E5%83%8F%E5%8F%8D%E5%B0%84
光球,光,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/8/86/4dx4e22eg43q8fujisq3xoewyfy47w3.png,光球.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E5%85%89%E7%90%83
光之矛,光,物攻,,,,,https://patchwiki.biligame.com/images/rocom/8/88/kpn9ekbgqkfkpx6rzmusyu2k5rsvgl4.png,光之矛.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E5%85%89%E4%B9%8B%E7%9F%9B
光刃,光,物攻,,,,,https://patchwiki.biligame.com/images/rocom/7/7b/hd8j741efb6aemd4rk3yg5av98iofm4.png,光刃.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E5%85%89%E5%88%83
脉冲光线,光,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/14/r6c40im9s65mfij5kwighmb7g1t388w.png,脉冲光线.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E8%84%89%E5%86%B2%E5%85%89%E7%BA%BF
虹光冲击,光,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/0/07/0gkbj8jwj0s8ayldj3rw48b6hefaa8n.png,虹光冲击.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E8%99%B9%E5%85%89%E5%86%B2%E5%87%BB
折线冲击,光,物攻,,,,,https://patchwiki.biligame.com/images/rocom/5/5c/nuf4bfwchfis1bfzseswiqr69y8wgcm.png,折线冲击.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E6%8A%98%E7%BA%BF%E5%86%B2%E5%87%BB
天光,光,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/4/43/feckaf6d3elq3ue2jgtcbw25uf2nw2f.png,天光.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E5%A4%A9%E5%85%89
透射,光,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/cf/jvrlcrxh6w6jdxa9eyut1yc9vr3h8u3.png,透射.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E9%80%8F%E5%B0%84
放晴,光,状态,,,,,https://patchwiki.biligame.com/images/rocom/2/2b/f6zcx4loynihs6wzegsp992aia5v0cq.png,放晴.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,,0,https://wiki.biligame.com/rocom/%E6%94%BE%E6%99%B4
械斗,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/33/den5z7tkhzg3n2n92lgfp79uuyotqjc.png,械斗.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E6%A2%B0%E6%96%97
齿轮扭矩,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e2/56dgbhe15o1bax4g5s2jiprv1wfkjhi.png,齿轮扭矩.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E9%BD%BF%E8%BD%AE%E6%89%AD%E7%9F%A9
钢钻,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/1b/7piztbuvxqjsok3b23l5ehse80rwwyl.png,钢钻.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E9%92%A2%E9%92%BB
钢铁洪流,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/3a/il3jwvwuij4wj3j9smpfiqe96rj7hc5.png,钢铁洪流.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E9%92%A2%E9%93%81%E6%B4%AA%E6%B5%81
杠杆置换,机械,状态,,,,,https://patchwiki.biligame.com/images/rocom/3/32/5hy17v1ba9zyiat78433unhkaoh698q.png,杠杆置换.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E6%9D%A0%E6%9D%86%E7%BD%AE%E6%8D%A2
轴承支撑,机械,状态,,,,,https://patchwiki.biligame.com/images/rocom/6/68/objzemkrnt5v8ebe3ikmaan9tj29v4v.png,轴承支撑.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E8%BD%B4%E6%89%BF%E6%94%AF%E6%92%91
联动装置,机械,状态,,,,,https://patchwiki.biligame.com/images/rocom/8/83/il3jwvwuij4wj3j9smpfiqe96rj7hc5.png,联动装置.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E8%81%94%E5%8A%A8%E8%A3%85%E7%BD%AE
能量守恒,机械,防御,,,,,https://patchwiki.biligame.com/images/rocom/3/37/6auaafc79ya0cd65kpmrpqkcs8e8viq.png,能量守恒.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E8%83%BD%E9%87%8F%E5%AE%88%E6%81%92
拆卸,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/38/den5z7tkhzg3n2n92lgfp79uuyotqjc.png,拆卸.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E6%8B%86%E5%8D%B8
离子震荡,机械,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/d/dc/3c4l1zj598p0rb88vlj3nj5etl1r3o4.png,离子震荡.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E7%A6%BB%E5%AD%90%E9%9C%87%E8%8D%A1
传感器,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/39/k62i5lcckoza06rzgo86334u7gu0j5v.png,传感器.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E4%BC%A0%E6%84%9F%E5%99%A8
金属噪音,机械,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/1c/17k7ebhxzujvu27l257nur3b7e3ller.png,金属噪音.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E9%87%91%E5%B1%9E%E5%99%AA%E9%9F%B3
磁暴,机械,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2a/qrv2hngecjqi0fsi93926sd99l2kjr1.png,磁暴.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E7%A3%81%E6%9A%B4
齿轮切开,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2d/ldb6er0e3ifqs2yo6aodu2c0rgi1p8d.png,齿轮切开.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E9%BD%BF%E8%BD%AE%E5%88%87%E5%BC%80
主轴,机械,物攻,,,,,https://patchwiki.biligame.com/images/rocom/8/8b/sam3gg2ms20vh8ksnvqppgnaed2eitx.png,主轴.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E4%B8%BB%E8%BD%B4
啮合传递,机械,状态,,,,,https://patchwiki.biligame.com/images/rocom/7/74/togldrxfbzydbe48p7e9w8zidd7c8f0.png,啮合传递.png,https://patchwiki.biligame.com/images/rocom/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png,,0,https://wiki.biligame.com/rocom/%E5%95%AE%E5%90%88%E4%BC%A0%E9%80%92
扬沙,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/6/67/ryxt7sj80zp654ryxlytzqbxn32t1hi.png,扬沙.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%89%AC%E6%B2%99
跺地,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2d/42b9kq3e1kro7qtogzcslrgug4rkw5h.png,跺地.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E8%B7%BA%E5%9C%B0
地刺,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/ff/0kq2w4hjjofnysswsrbgm4mqlzpfhaz.png,地刺.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E5%9C%B0%E5%88%BA
岩土暴击,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/8/81/faqp6qtr6jufoggnu14f56omym96nfq.png,岩土暴击.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E5%B2%A9%E5%9C%9F%E6%9A%B4%E5%87%BB
石锁,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/9f/fungn98nzofc4f1ncpetfiy2gj051r3.png,石锁.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E7%9F%B3%E9%94%81
裂石,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/96/4j5uwci37fe0z9t8o38hsml8alpioot.png,裂石.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E8%A3%82%E7%9F%B3
抛石,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b1/p0mi5157qey5qgfynbfukbkaqbmp6ay.png,抛石.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%8A%9B%E7%9F%B3
地震,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/97/avagq3uprnq17dgq0tz9qjfgh27k4gt.png,地震.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E5%9C%B0%E9%9C%87
流沙,地,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/ab/8b7nvpehqrgtq2va3l1g9uv0sd0k1qw.png,流沙.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%B5%81%E6%B2%99
泥浆铠甲,地,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/c8/gm1n80gvc7gdtjx0voifrpki1susxc2.png,泥浆铠甲.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%B3%A5%E6%B5%86%E9%93%A0%E7%94%B2
沙涌,地,状态,,,,,https://patchwiki.biligame.com/images/rocom/e/ef/4sryt5ogv2hnwqq34qd8j6h7kc4lyd0.png,沙涌.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%B2%99%E6%B6%8C
刺盾,地,防御,,,,,https://patchwiki.biligame.com/images/rocom/7/7b/2hsayokwivc29seg3x3q07tcdp5w233.png,刺盾.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E5%88%BA%E7%9B%BE
硬化,地,防御,,,,,https://patchwiki.biligame.com/images/rocom/e/ee/nyg0ayllg5hbbmkxcr7nr2hp7tzoebj.png,硬化.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E7%A1%AC%E5%8C%96
壁垒,地,防御,,,,,https://patchwiki.biligame.com/images/rocom/8/86/cgqi7sv82yk3aktjpzgtuc82t1bgz7r.png,壁垒.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E5%A3%81%E5%9E%92
遁地,地,防御,,,,,https://patchwiki.biligame.com/images/rocom/8/85/jjpyh76nzgigjrtiy8egbvfvivmombf.png,遁地.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E9%81%81%E5%9C%B0
泥浆,地,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/7/76/ryxt7sj80zp654ryxlytzqbxn32t1hi.png,泥浆.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%B3%A5%E6%B5%86
泥巴喷射,地,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f3/5snc9qgisd2m34aspdjsxwvobr9fl2p.png,泥巴喷射.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%B3%A5%E5%B7%B4%E5%96%B7%E5%B0%84
落石,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/ec/tl2g6og786w08o824enkrb6mkdjyaco.png,落石.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E8%90%BD%E7%9F%B3
热砂,地,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/5/5a/ixqirm3agby1babrxya70b1c2puxxhz.png,热砂.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E7%83%AD%E7%A0%82
陨石,地,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/9/92/es3l25fxygtp62169ab635cz4v3t5ao.png,陨石.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E9%99%A8%E7%9F%B3
鸣沙陷阱,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/0/01/ln6fsmuu3v0l2t5oad5rhobf5ys4ysr.png,鸣沙陷阱.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E9%B8%A3%E6%B2%99%E9%99%B7%E9%98%B1
地陷,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/ee/szx8ky9l8ls0s4zve27gcpxi988zaef.png,地陷.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E5%9C%B0%E9%99%B7
岩脉崩毁,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/4/47/mn0s7ckpzhjx8sy58q0r47zrbetna6f.png,岩脉崩毁.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E5%B2%A9%E8%84%89%E5%B4%A9%E6%AF%81
震击,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/9f/85zmqjztxzq6day97jm2mxxbh2kajge.png,震击.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E9%9C%87%E5%87%BB
石肤术,地,状态,,,,,https://patchwiki.biligame.com/images/rocom/d/d8/m9dxgy70qkhfsgtm4x6ovw0tt2vz25w.png,石肤术.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E7%9F%B3%E8%82%A4%E6%9C%AF
钧势,地,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/c8/mgoq878ndkxffn6btnv82q7f3rw5om8.png,钧势.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E9%92%A7%E5%8A%BF
蓄势待发,地,状态,,,,,https://patchwiki.biligame.com/images/rocom/2/23/dojfxx6rm2j5o9megbih4dbt4tmk6gh.png,蓄势待发.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E8%93%84%E5%8A%BF%E5%BE%85%E5%8F%91
淤泥表皮,地,防御,,,,,https://patchwiki.biligame.com/images/rocom/5/54/3l6legwmhf2h8n97wrgth1qg85rfusg.png,淤泥表皮.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E6%B7%A4%E6%B3%A5%E8%A1%A8%E7%9A%AE
不动如山,地,防御,,,,,https://patchwiki.biligame.com/images/rocom/d/d4/kg9apqyb2a32y8562ud802w8kiazmzl.png,不动如山.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E4%B8%8D%E5%8A%A8%E5%A6%82%E5%B1%B1
砂石冲撞,地,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b8/mn0s7ckpzhjx8sy58q0r47zrbetna6f.png,砂石冲撞.png,https://patchwiki.biligame.com/images/rocom/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png,,0,https://wiki.biligame.com/rocom/%E7%A0%82%E7%9F%B3%E5%86%B2%E6%92%9E
风吹雪,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/d/d4/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,风吹雪.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%A3%8E%E5%90%B9%E9%9B%AA
暴风雪,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/12/m96x8bcclrmqz2lza8dq92p76ku6hhw.png,暴风雪.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E6%9A%B4%E9%A3%8E%E9%9B%AA
冰晶坠,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/bb/4g9hvytmie80mn075gjurvisa9reoc4.png,冰晶坠.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E6%99%B6%E5%9D%A0
冰雹,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a0/kmqfxttleq92yoh98iljna4u4wgfnaa.png,冰雹.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E9%9B%B9
极寒领域,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/26/ewegk0aleguiwk7o4sw740m92tev5ty.png,极寒领域.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E6%9E%81%E5%AF%92%E9%A2%86%E5%9F%9F
冰冻光线,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a8/rczq85whu3axkyav8esl6twzxgqg1s0.png,冰冻光线.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E5%86%BB%E5%85%89%E7%BA%BF
霜降,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/b/bd/lfplex8gjbax37wl13uk3p83yzbuy8a.png,霜降.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%9C%9C%E9%99%8D
瞬间零度,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/3/39/7209llxey6slw92qaw57e7w2p5vltxd.png,瞬间零度.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E7%9E%AC%E9%97%B4%E9%9B%B6%E5%BA%A6
