特性名,效果,图标文件,本地URL,远程URL,来源精灵,详情页
浪潮,使用水系技能后，全技能能耗-2。,浪潮.png,/ability-icons/%E6%B5%AA%E6%BD%AE.png,https://patchwiki.biligame.com/images/rocom/f/fe/i9e9wbc6egie7x7m6g84vqo1xe274ee.png,圣水守护,https://wiki.biligame.com/rocom/%E5%9C%A3%E6%B0%B4%E5%AE%88%E6%8A%A4
浸润,使用水系技能后，全技能能耗-1。,浸润.png,/ability-icons/%E6%B5%B8%E6%B6%A6.png,https://patchwiki.biligame.com/images/rocom/c/ca/i9e9wbc6egie7x7m6g84vqo1xe274ee.png,水蓝蓝|波波拉|水灵,https://wiki.biligame.com/rocom/%E6%B0%B4%E8%93%9D%E8%93%9D|https://wiki.biligame.com/rocom/%E6%B3%A2%E6%B3%A2%E6%8B%89|https://wiki.biligame.com/rocom/%E6%B0%B4%E7%81%B5
涂鸦,使用非本系技能时威力+50%。,涂鸦.png,/ability-icons/%E6%B6%82%E9%B8%A6.png,https://patchwiki.biligame.com/images/rocom/2/26/evjcbhu2nzo2blq8ijfcpjs5itf8i68.png,墨鱿士|混乱鱿彩,https://wiki.biligame.com/rocom/%E5%A2%A8%E9%B1%BF%E5%A3%AB|https://wiki.biligame.com/rocom/%E6%B7%B7%E4%B9%B1%E9%B1%BF%E5%BD%A9
消波块,每携带1个水系技能进入战斗，地系技能能耗-1。,消波块.png,/ability-icons/%E6%B6%88%E6%B3%A2%E5%9D%97.png,https://patchwiki.biligame.com/images/rocom/7/7c/6k7hp40gj1hbw3ebkpo9kmop7ugyt82.png,波波螺|波波螺（被污染的样子）|消波螺|消波螺（被污染的样子）,https://wiki.biligame.com/rocom/%E6%B3%A2%E6%B3%A2%E8%9E%BA|https://wiki.biligame.com/rocom/%E6%B3%A2%E6%B3%A2%E8%9E%BA%EF%BC%88%E8%A2%AB%E6%B1%A1%E6%9F%93%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%B6%88%E6%B3%A2%E8%9E%BA|https://wiki.biligame.com/rocom/%E6%B6%88%E6%B3%A2%E8%9E%BA%EF%BC%88%E8%A2%AB%E6%B1%A1%E6%9F%93%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
深层氧循环,使用草系技能后，回复15%生命。,深层氧循环.png,/ability-icons/%E6%B7%B1%E5%B1%82%E6%B0%A7%E5%BE%AA%E7%8E%AF.png,https://patchwiki.biligame.com/images/rocom/1/15/5657r4c65zlrp3znhtcajvj7rsa5qoq.png,叶冕魔力猫,https://wiki.biligame.com/rocom/%E5%8F%B6%E5%86%95%E9%AD%94%E5%8A%9B%E7%8C%AB
渗透,己方精灵每使用1次武系或地系技能，自己入场时获得攻防+5%。,渗透.png,/ability-icons/%E6%B8%97%E9%80%8F.png,https://patchwiki.biligame.com/images/rocom/2/2c/7367n35i8ue0eclevof6hn7zslgnjai.png,棋绮后（白子）|棋绮后（黑子）,https://wiki.biligame.com/rocom/%E6%A3%8B%E7%BB%AE%E5%90%8E%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%A3%8B%E7%BB%AE%E5%90%8E%EF%BC%88%E9%BB%91%E5%AD%90%EF%BC%89
渴求,入场时获得50%吸血。,渴求.png,/ability-icons/%E6%B8%B4%E6%B1%82.png,https://patchwiki.biligame.com/images/rocom/b/b1/3ew2jzq4agimf8frxg3d823aln9l08n.png,恶魔叮|叮叮恶魔,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E5%8F%AE|https://wiki.biligame.com/rocom/%E5%8F%AE%E5%8F%AE%E6%81%B6%E9%AD%94
游弋,蓄力时可使用任一携带技能，且获得双防+100%。,游弋.png,/ability-icons/%E6%B8%B8%E5%BC%8B.png,https://patchwiki.biligame.com/images/rocom/b/b1/3f51kt1w29rqjk919kxnzspojecmjh9.png,伊兰龙,https://wiki.biligame.com/rocom/%E4%BC%8A%E5%85%B0%E9%BE%99
溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,溶解扩散.png,/ability-icons/%E6%BA%B6%E8%A7%A3%E6%89%A9%E6%95%A3.png,https://patchwiki.biligame.com/images/rocom/0/04/30mfhppuirl1uzvvhrjup0orqikb4hu.png,海盔虫（磨损的样子）|海盔虫（本来的样子）|刺盔虫（本来的样子）|刺盔虫（磨损的样子）,https://wiki.biligame.com/rocom/%E6%B5%B7%E7%9B%94%E8%99%AB%EF%BC%88%E7%A3%A8%E6%8D%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%B5%B7%E7%9B%94%E8%99%AB%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%88%BA%E7%9B%94%E8%99%AB%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%88%BA%E7%9B%94%E8%99%AB%EF%BC%88%E7%A3%A8%E6%8D%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
灰色肖像,攻击会使敌方已有的减益层数+3。,灰色肖像.png,/ability-icons/%E7%81%B0%E8%89%B2%E8%82%96%E5%83%8F.png,https://patchwiki.biligame.com/images/rocom/c/c2/gh5kpf5dnump0p2qitma4uawyov6jnx.png,画精灵|画像守护|画间法师手,https://wiki.biligame.com/rocom/%E7%94%BB%E7%B2%BE%E7%81%B5|https://wiki.biligame.com/rocom/%E7%94%BB%E5%83%8F%E5%AE%88%E6%8A%A4|https://wiki.biligame.com/rocom/%E7%94%BB%E9%97%B4%E6%B3%95%E5%B8%88%E6%89%8B
灵魂灼伤,冰系技能使敌方获得4层灼烧，火系技能使敌方获得2层冻结。,灵魂灼伤.png,/ability-icons/%E7%81%B5%E9%AD%82%E7%81%BC%E4%BC%A4.png,https://patchwiki.biligame.com/images/rocom/d/d7/dfjgyanogyrxoxzxsb4at5ivn7ibpiw.png,灵狐|九尾狐|尖嘴狐仙,https://wiki.biligame.com/rocom/%E7%81%B5%E7%8B%90|https://wiki.biligame.com/rocom/%E4%B9%9D%E5%B0%BE%E7%8B%90|https://wiki.biligame.com/rocom/%E5%B0%96%E5%98%B4%E7%8B%90%E4%BB%99
煤渣草,在场时，所有灼烧的衰减变为增长。,煤渣草.png,/ability-icons/%E7%85%A4%E6%B8%A3%E8%8D%89.png,https://patchwiki.biligame.com/images/rocom/7/70/iad0da07y5kr6ttokw3jld4lksnrbbn.png,柴渣虫|燃薪虫,https://wiki.biligame.com/rocom/%E6%9F%B4%E6%B8%A3%E8%99%AB|https://wiki.biligame.com/rocom/%E7%87%83%E8%96%AA%E8%99%AB
爆燃,使用火系技能后，获得双攻+30%。,爆燃.png,/ability-icons/%E7%88%86%E7%87%83.png,https://patchwiki.biligame.com/images/rocom/c/c0/6zgbtpjc9gg8cxqz7rl0ytu07a80afn.png,烈火战神,https://wiki.biligame.com/rocom/%E7%83%88%E7%81%AB%E6%88%98%E7%A5%9E
特殊清洁场景,回合结束时偷取敌方1层印记。,特殊清洁场景.png,/ability-icons/%E7%89%B9%E6%AE%8A%E6%B8%85%E6%B4%81%E5%9C%BA%E6%99%AF.png,https://patchwiki.biligame.com/images/rocom/7/70/h0a1rz5b32fdl44v3i17eay3xg8kikl.png,食尘短绒,https://wiki.biligame.com/rocom/%E9%A3%9F%E5%B0%98%E7%9F%AD%E7%BB%92
珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,珊瑚骨.png,/ability-icons/%E7%8F%8A%E7%91%9A%E9%AA%A8.png,https://patchwiki.biligame.com/images/rocom/9/93/k74gtutygu0s2qikanpndoomok8j573.png,海枝枝（碧蓝珊瑚）|海枝枝（杏黄百合）|海枝枝（洋红沙丁）|海枝枝（翠绿纶布）,https://wiki.biligame.com/rocom/%E6%B5%B7%E6%9E%9D%E6%9E%9D%EF%BC%88%E7%A2%A7%E8%93%9D%E7%8F%8A%E7%91%9A%EF%BC%89|https://wiki.biligame.com/rocom/%E6%B5%B7%E6%9E%9D%E6%9E%9D%EF%BC%88%E6%9D%8F%E9%BB%84%E7%99%BE%E5%90%88%EF%BC%89|https://wiki.biligame.com/rocom/%E6%B5%B7%E6%9E%9D%E6%9E%9D%EF%BC%88%E6%B4%8B%E7%BA%A2%E6%B2%99%E4%B8%81%EF%BC%89|https://wiki.biligame.com/rocom/%E6%B5%B7%E6%9E%9D%E6%9E%9D%EF%BC%88%E7%BF%A0%E7%BB%BF%E7%BA%B6%E5%B8%83%EF%BC%89
生物电,携带的电系技能获得迸发：能耗-2。,生物电.png,/ability-icons/%E7%94%9F%E7%89%A9%E7%94%B5.png,https://patchwiki.biligame.com/images/rocom/d/d9/0tdu7tnarrmofdrwzubde50rkgn37hd.png,胆小鳗鱼|闪电鳗鱼,https://wiki.biligame.com/rocom/%E8%83%86%E5%B0%8F%E9%B3%97%E9%B1%BC|https://wiki.biligame.com/rocom/%E9%97%AA%E7%94%B5%E9%B3%97%E9%B1%BC
生物碱,使用草系技能时，敌方获得2层中毒。,生物碱.png,/ability-icons/%E7%94%9F%E7%89%A9%E7%A2%B1.png,https://patchwiki.biligame.com/images/rocom/2/21/aexx9qycd178enpjmp47hus923e3m81.png,蹦蹦种子（海神球形态）|蹦蹦种子（彩玉球形态）|蹦蹦种子（短毛球形态）|蹦蹦种子（象牙球形态）,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E6%B5%B7%E7%A5%9E%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89|https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E5%BD%A9%E7%8E%89%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89|https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E7%9F%AD%E6%AF%9B%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89|https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E8%B1%A1%E7%89%99%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
生长,回合结束时，回复12%生命。,生长.png,/ability-icons/%E7%94%9F%E9%95%BF.png,https://patchwiki.biligame.com/images/rocom/c/cc/jm0a6mfh0g4d494n2ryzcwxsvxfy0s1.png,格兰种子|格兰花|格兰球,https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E7%A7%8D%E5%AD%90|https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E8%8A%B1|https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E7%90%83
电流刺激,携带的攻击技能获得迸发：威力+40。,电流刺激.png,/ability-icons/%E7%94%B5%E6%B5%81%E5%88%BA%E6%BF%80.png,https://patchwiki.biligame.com/images/rocom/4/4c/inr3kk99wrxffk5gm1m1zl880nkwda8.png,小星光（星光能量的样子）|星光狮（星光能量的样子）|小星光（月光能量的样子）|星光狮（月光能量的样子）,https://wiki.biligame.com/rocom/%E5%B0%8F%E6%98%9F%E5%85%89%EF%BC%88%E6%98%9F%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%98%9F%E5%85%89%E7%8B%AE%EF%BC%88%E6%98%9F%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%B0%8F%E6%98%9F%E5%85%89%EF%BC%88%E6%9C%88%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%98%9F%E5%85%89%E7%8B%AE%EF%BC%88%E6%9C%88%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
目空,携带的非光系技能，威力+25%。,目空.png,/ability-icons/%E7%9B%AE%E7%A9%BA.png,https://patchwiki.biligame.com/images/rocom/3/32/cekm8qvbkcuq67nf2cvpwgvfymbazwl.png,白金独角兽|小独角兽,https://wiki.biligame.com/rocom/%E7%99%BD%E9%87%91%E7%8B%AC%E8%A7%92%E5%85%BD|https://wiki.biligame.com/rocom/%E5%B0%8F%E7%8B%AC%E8%A7%92%E5%85%BD
盲拧,回合开始时，技能顺序打乱，4号位的技能能耗-4。,盲拧.png,/ability-icons/%E7%9B%B2%E6%8B%A7.png,https://patchwiki.biligame.com/images/rocom/4/48/gta6d2dwosj7ycovaedm7g9o3iaz8mw.png,机械方方|多彩方方|立方人,https://wiki.biligame.com/rocom/%E6%9C%BA%E6%A2%B0%E6%96%B9%E6%96%B9|https://wiki.biligame.com/rocom/%E5%A4%9A%E5%BD%A9%E6%96%B9%E6%96%B9|https://wiki.biligame.com/rocom/%E7%AB%8B%E6%96%B9%E4%BA%BA
石天平,若使用技能能耗高于敌方，回合结束敌方失去能耗之差的能量。,石天平.png,/ability-icons/%E7%9F%B3%E5%A4%A9%E5%B9%B3.png,https://patchwiki.biligame.com/images/rocom/2/2e/ltk4jpk2bpcuxhwiscoyv8ur980qty5.png,石石|巨灵石,https://wiki.biligame.com/rocom/%E7%9F%B3%E7%9F%B3|https://wiki.biligame.com/rocom/%E5%B7%A8%E7%81%B5%E7%9F%B3
石头大餐,能量不足时，消耗5%生命，代替1能量。,石头大餐.png,/ability-icons/%E7%9F%B3%E5%A4%B4%E5%A4%A7%E9%A4%90.png,https://patchwiki.biligame.com/images/rocom/d/de/90eo4qe62d8qo04qak3bzxalcqis8p1.png,阿米亚特|阿米樱|罗隐,https://wiki.biligame.com/rocom/%E9%98%BF%E7%B1%B3%E4%BA%9A%E7%89%B9|https://wiki.biligame.com/rocom/%E9%98%BF%E7%B1%B3%E6%A8%B1|https://wiki.biligame.com/rocom/%E7%BD%97%E9%9A%90
碰瓷,自己使用恶系技能后，敌方失去2能量。,碰瓷.png,/ability-icons/%E7%A2%B0%E7%93%B7.png,https://patchwiki.biligame.com/images/rocom/0/0b/995r51s4q5j6epzd6v5qdt2sk1mf28p.png,锥尾羊|铃兰羊|花影羚羊,https://wiki.biligame.com/rocom/%E9%94%A5%E5%B0%BE%E7%BE%8A|https://wiki.biligame.com/rocom/%E9%93%83%E5%85%B0%E7%BE%8A|https://wiki.biligame.com/rocom/%E8%8A%B1%E5%BD%B1%E7%BE%9A%E7%BE%8A
稀兽花宝,根据自己的血脉，入场时获得不同效果。,稀兽花宝.png,/ability-icons/%E7%A8%80%E5%85%BD%E8%8A%B1%E5%AE%9D.png,https://patchwiki.biligame.com/images/rocom/c/c6/qh79aqptvmgoos783w97pxrf4279mf3.png,兽花蕾,https://wiki.biligame.com/rocom/%E5%85%BD%E8%8A%B1%E8%95%BE
系统发育,获得能量或生命时，会将等量的能量或生命随机分配给场下的精灵。,系统发育.png,/ability-icons/%E7%B3%BB%E7%BB%9F%E5%8F%91%E8%82%B2.png,https://patchwiki.biligame.com/images/rocom/2/26/4qn06wvpmatlx1jfs1ehcjz2o4z3fxz.png,春团|春兔|春花兔,https://wiki.biligame.com/rocom/%E6%98%A5%E5%9B%A2|https://wiki.biligame.com/rocom/%E6%98%A5%E5%85%94|https://wiki.biligame.com/rocom/%E6%98%A5%E8%8A%B1%E5%85%94
绒粉星光,攻击时，若敌方血脉是非本系的系别血脉，技能威力+100%。,绒粉星光.png,/ability-icons/%E7%BB%92%E7%B2%89%E6%98%9F%E5%85%89.png,https://patchwiki.biligame.com/images/rocom/d/de/h8q6zd4ml9aj24abu8hmqzrqxhd942q.png,绒绒|小绒茧|绒仙子,https://wiki.biligame.com/rocom/%E7%BB%92%E7%BB%92|https://wiki.biligame.com/rocom/%E5%B0%8F%E7%BB%92%E8%8C%A7|https://wiki.biligame.com/rocom/%E7%BB%92%E4%BB%99%E5%AD%90
绝对秩序,受到非敌方系别的技能攻击时伤害-50%。,绝对秩序.png,/ability-icons/%E7%BB%9D%E5%AF%B9%E7%A7%A9%E5%BA%8F.png,https://patchwiki.biligame.com/images/rocom/d/da/ev8p6093lqta7g9c589heg98an4bt2v.png,秩序鱿墨,https://wiki.biligame.com/rocom/%E7%A7%A9%E5%BA%8F%E9%B1%BF%E5%A2%A8
缩壳,携带的防御技能能耗-2。,缩壳.png,/ability-icons/%E7%BC%A9%E5%A3%B3.png,https://patchwiki.biligame.com/images/rocom/5/54/i69u27xlj5u026bftowisewinb7umo9.png,板板壳（本来的样子）|板板壳（蜕皮时的样子）|咔咔壳（本来的样子）|咔咔壳（蜕皮时的样子）,https://wiki.biligame.com/rocom/%E6%9D%BF%E6%9D%BF%E5%A3%B3%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%9D%BF%E6%9D%BF%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%92%94%E5%92%94%E5%A3%B3%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%92%94%E5%92%94%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
美拉德反应,离场后，更换入场的精灵获得双攻+20%且免疫灼烧。,美拉德反应.png,/ability-icons/%E7%BE%8E%E6%8B%89%E5%BE%B7%E5%8F%8D%E5%BA%94.png,https://patchwiki.biligame.com/images/rocom/1/13/mebm1b5adaz7ygb1jyz41n3863qcbuv.png,熔岩布丁,https://wiki.biligame.com/rocom/%E7%86%94%E5%B2%A9%E5%B8%83%E4%B8%81
翼轴,1号位技能获得迅捷和传动1。,翼轴.png,/ability-icons/%E7%BF%BC%E8%BD%B4.png,https://patchwiki.biligame.com/images/rocom/1/17/sur9s8yyn1g4xd2jzhvfpjpozhip9rk.png,帕帕斯卡|螺旋帕帕,https://wiki.biligame.com/rocom/%E5%B8%95%E5%B8%95%E6%96%AF%E5%8D%A1|https://wiki.biligame.com/rocom/%E8%9E%BA%E6%97%8B%E5%B8%95%E5%B8%95
耐活王,敌方受到中毒效果伤害时，自己回复等量生命。,耐活王.png,/ability-icons/%E8%80%90%E6%B4%BB%E7%8E%8B.png,https://patchwiki.biligame.com/images/rocom/9/96/armuu26aarw234f31wh4i4yqkloj5qh.png,刺轮砣（下弦的样子）|刺轮砣（上弦的样子）|月亮砣（下弦的样子）|月亮砣（上弦的样子）,https://wiki.biligame.com/rocom/%E5%88%BA%E8%BD%AE%E7%A0%A3%EF%BC%88%E4%B8%8B%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%88%BA%E8%BD%AE%E7%A0%A3%EF%BC%88%E4%B8%8A%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%9C%88%E4%BA%AE%E7%A0%A3%EF%BC%88%E4%B8%8B%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%9C%88%E4%BA%AE%E7%A0%A3%EF%BC%88%E4%B8%8A%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
腐植循环,每回复1能量，同时回复5%生命。,腐植循环.png,/ability-icons/%E8%85%90%E6%A4%8D%E5%BE%AA%E7%8E%AF.png,https://patchwiki.biligame.com/images/rocom/a/a7/fsgfhlq96m3wlfzwgmvykede0z38tjr.png,伊贝儿|伊贝粉粉,https://wiki.biligame.com/rocom/%E4%BC%8A%E8%B4%9D%E5%84%BF|https://wiki.biligame.com/rocom/%E4%BC%8A%E8%B4%9D%E7%B2%89%E7%B2%89
腾挪,攻击技能应对1次后，回满状态，变为棋绮后。,腾挪.png,/ability-icons/%E8%85%BE%E6%8C%AA.png,https://patchwiki.biligame.com/images/rocom/e/e8/b29blopkbz5unfwlvz8lwp7f6hplrpf.png,棋棋（白子）|棋棋（黑子）|棋骑士（白子）|棋骑士（黑子）,https://wiki.biligame.com/rocom/%E6%A3%8B%E6%A3%8B%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%A3%8B%E6%A3%8B%EF%BC%88%E9%BB%91%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%A3%8B%E9%AA%91%E5%A3%AB%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%A3%8B%E9%AA%91%E5%A3%AB%EF%BC%88%E9%BB%91%E5%AD%90%EF%BC%89
自由飘,自己每有1层萌化，获得连击数+2。,自由飘.png,/ability-icons/%E8%87%AA%E7%94%B1%E9%A3%98.png,https://patchwiki.biligame.com/images/rocom/3/39/495el2oclhohp3ynli46r5ahr8kvef1.png,魔翼鸟|绿翼鸟|魔眷鸟,https://wiki.biligame.com/rocom/%E9%AD%94%E7%BF%BC%E9%B8%9F|https://wiki.biligame.com/rocom/%E7%BB%BF%E7%BF%BC%E9%B8%9F|https://wiki.biligame.com/rocom/%E9%AD%94%E7%9C%B7%E9%B8%9F
花精灵,回合结束时，己方队伍获得1次随机奉献。,花精灵.png,/ability-icons/%E8%8A%B1%E7%B2%BE%E7%81%B5.png,https://patchwiki.biligame.com/images/rocom/a/a3/12b06otborfho42oetr9wa4m779xorp.png,小草虫|草衣虫|花衣蝶,https://wiki.biligame.com/rocom/%E5%B0%8F%E8%8D%89%E8%99%AB|https://wiki.biligame.com/rocom/%E8%8D%89%E8%A1%A3%E8%99%AB|https://wiki.biligame.com/rocom/%E8%8A%B1%E8%A1%A3%E8%9D%B6
茶多酚,离场后，更换入场的精灵回复20%生命且免疫寄生。,茶多酚.png,/ability-icons/%E8%8C%B6%E5%A4%9A%E9%85%9A.png,https://patchwiki.biligame.com/images/rocom/9/97/84keas8nf2ln4qu6n9dij13yzrrblul.png,果冻|抹茶布丁,https://wiki.biligame.com/rocom/%E6%9E%9C%E5%86%BB|https://wiki.biligame.com/rocom/%E6%8A%B9%E8%8C%B6%E5%B8%83%E4%B8%81
营养液泡,获得增益时，额外获得层数+2。,营养液泡.png,/ability-icons/%E8%90%A5%E5%85%BB%E6%B6%B2%E6%B3%A1.png,https://patchwiki.biligame.com/images/rocom/c/c1/rzfv5hdtg4f8cw1cd9cu3tiiomjpw2h.png,呆小路|舞动路路|白发路路,https://wiki.biligame.com/rocom/%E5%91%86%E5%B0%8F%E8%B7%AF|https://wiki.biligame.com/rocom/%E8%88%9E%E5%8A%A8%E8%B7%AF%E8%B7%AF|https://wiki.biligame.com/rocom/%E7%99%BD%E5%8F%91%E8%B7%AF%E8%B7%AF
蒸汽膨胀,己方精灵每使用1次火系技能，自己入场时获得全技能威力+10。,蒸汽膨胀.png,/ability-icons/%E8%92%B8%E6%B1%BD%E8%86%A8%E8%83%80.png,https://patchwiki.biligame.com/images/rocom/7/7b/5guii4gl6ls04dcyuiouqm3fkqmsk6w.png,火尾瓦特|火尾战士|烈火守护,https://wiki.biligame.com/rocom/%E7%81%AB%E5%B0%BE%E7%93%A6%E7%89%B9|https://wiki.biligame.com/rocom/%E7%81%AB%E5%B0%BE%E6%88%98%E5%A3%AB|https://wiki.biligame.com/rocom/%E7%83%88%E7%81%AB%E5%AE%88%E6%8A%A4
蓄电池,每入场1次，永久获得双攻+20%。,蓄电池.png,/ability-icons/%E8%93%84%E7%94%B5%E6%B1%A0.png,https://patchwiki.biligame.com/images/rocom/e/e4/lyf56mee7xgv1kq0g7mpmndbdbgp18d.png,电动长颈鹿|爵士鹿|奔乐鹿,https://wiki.biligame.com/rocom/%E7%94%B5%E5%8A%A8%E9%95%BF%E9%A2%88%E9%B9%BF|https://wiki.biligame.com/rocom/%E7%88%B5%E5%A3%AB%E9%B9%BF|https://wiki.biligame.com/rocom/%E5%A5%94%E4%B9%90%E9%B9%BF
虚假宝箱,自己力竭时，敌方获得攻防+20%。,虚假宝箱.png,/ability-icons/%E8%99%9A%E5%81%87%E5%AE%9D%E7%AE%B1.png,https://patchwiki.biligame.com/images/rocom/a/aa/l04z1w3mef8o8pftrwzq20i1fykkps4.png,小箱怪|迷迷箱怪,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%AE%B1%E6%80%AA|https://wiki.biligame.com/rocom/%E8%BF%B7%E8%BF%B7%E7%AE%B1%E6%80%AA
虫群鼓舞,队伍中每有1只其他的虫系精灵，自己入场时获得攻防速+10%。,虫群鼓舞.png,/ability-icons/%E8%99%AB%E7%BE%A4%E9%BC%93%E8%88%9E.png,https://patchwiki.biligame.com/images/rocom/5/5c/e6n9k8m1q32n64ywhkjtckfj6wpspv0.png,一窝蜂|黄蜂后,https://wiki.biligame.com/rocom/%E4%B8%80%E7%AA%9D%E8%9C%82|https://wiki.biligame.com/rocom/%E9%BB%84%E8%9C%82%E5%90%8E
蚀刻,回合结束时，敌方每2层中毒转化为1层中毒印记。,蚀刻.png,/ability-icons/%E8%9A%80%E5%88%BB.png,https://patchwiki.biligame.com/images/rocom/7/74/icj2n5zz8oyl8x3d6o0er71c4k0v803.png,裘洛|裘力|裘卡,https://wiki.biligame.com/rocom/%E8%A3%98%E6%B4%9B|https://wiki.biligame.com/rocom/%E8%A3%98%E5%8A%9B|https://wiki.biligame.com/rocom/%E8%A3%98%E5%8D%A1
血型吸引,敌方每携带1种系别的技能，自己攻击时威力+10。,血型吸引.png,/ability-icons/%E8%A1%80%E5%9E%8B%E5%90%B8%E5%BC%95.png,https://patchwiki.biligame.com/images/rocom/9/98/292c6mp25fwbeeqjl6mw2wtyghvch22.png,嗜光嗡嗡|窃光蚊,https://wiki.biligame.com/rocom/%E5%97%9C%E5%85%89%E5%97%A1%E5%97%A1|https://wiki.biligame.com/rocom/%E7%AA%83%E5%85%89%E8%9A%8A
衡量,入场时，复制敌方的增益。在场时，若敌方获得增益自己也会获得。,衡量.png,/ability-icons/%E8%A1%A1%E9%87%8F.png,https://patchwiki.biligame.com/images/rocom/9/9d/nonmjx4qsj4kq87z4b0pqli1xgqr83g.png,公平鸽,https://wiki.biligame.com/rocom/%E5%85%AC%E5%B9%B3%E9%B8%BD
警惕,回合结束时，若自己能量为0则脱离。,警惕.png,/ability-icons/%E8%AD%A6%E6%83%95.png,https://patchwiki.biligame.com/images/rocom/5/58/m3194sxso15zzteup12b5t5alanui5n.png,地鼠（枯水期的样子）|地鼠（储水期的样子）|遁鼠（枯水期的样子）|遁鼠（储水期的样子）,https://wiki.biligame.com/rocom/%E5%9C%B0%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%9C%B0%E9%BC%A0%EF%BC%88%E5%82%A8%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E9%81%81%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E9%81%81%E9%BC%A0%EF%BC%88%E5%82%A8%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
