编号,名字,阶段,属性,形态分类,形态,是否有异色,图片文件名,本地URL,来源图片URL,详情页URL
NO.119,蓬叶虫（金黄的样子）,Ⅱ阶,"普通, 虫",原始形态,原始形态,否,NO119_蓬叶虫（金黄的样子）.png,/icons/NO119_%E8%93%AC%E5%8F%B6%E8%99%AB%EF%BC%88%E9%87%91%E9%BB%84%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/b/ba/p11mh7sopmm5wvvo4b0maw1j31n6vav.png,https://wiki.biligame.com/rocom/%E8%93%AC%E5%8F%B6%E8%99%AB%EF%BC%88%E9%87%91%E9%BB%84%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.120,风滚暮虫（金黄的样子）,最终形态,"普通, 虫",原始形态,原始形态,否,NO120_风滚暮虫（金黄的样子）.png,/icons/NO120_%E9%A3%8E%E6%BB%9A%E6%9A%AE%E8%99%AB%EF%BC%88%E9%87%91%E9%BB%84%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/5/53/i7jmthl2o8l116rbhkn2fyjmhtf57s5.png,https://wiki.biligame.com/rocom/%E9%A3%8E%E6%BB%9A%E6%9A%AE%E8%99%AB%EF%BC%88%E9%87%91%E9%BB%84%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.121,小黑猫,Ⅰ阶,普通,原始形态,原始形态,否,NO121_小黑猫.png,/icons/NO121_%E5%B0%8F%E9%BB%91%E7%8C%AB.png,https://patchwiki.biligame.com/images/rocom/c/c9/8rrqybxt78i08ws9ztf6iqrhpbf61fi.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E9%BB%91%E7%8C%AB
NO.122,黑猫巫师,最终形态,普通,原始形态,原始形态,否,NO122_黑猫巫师.png,/icons/NO122_%E9%BB%91%E7%8C%AB%E5%B7%AB%E5%B8%88.png,https://patchwiki.biligame.com/images/rocom/c/cb/9uippciulkrlx979x5xnv9aqoprjcek.png,https://wiki.biligame.com/rocom/%E9%BB%91%E7%8C%AB%E5%B7%AB%E5%B8%88
NO.123,忽幽狸,Ⅰ阶,"幽, 毒",原始形态,原始形态,否,NO123_忽幽狸.png,/icons/NO123_%E5%BF%BD%E5%B9%BD%E7%8B%B8.png,https://patchwiki.biligame.com/images/rocom/7/78/2jxh0kfsg1lzfa640r2nyaz03bcr97j.png,https://wiki.biligame.com/rocom/%E5%BF%BD%E5%B9%BD%E7%8B%B8
NO.124,影狸,最终形态,"幽, 毒",原始形态,原始形态,否,NO124_影狸.png,/icons/NO124_%E5%BD%B1%E7%8B%B8.png,https://patchwiki.biligame.com/images/rocom/5/50/cwmitfohkag0d2t5zfu055dhwrm4vxk.png,https://wiki.biligame.com/rocom/%E5%BD%B1%E7%8B%B8
NO.125,多多,Ⅰ阶,"毒, 地",原始形态,原始形态,否,NO125_多多.png,/icons/NO125_%E5%A4%9A%E5%A4%9A.png,https://patchwiki.biligame.com/images/rocom/c/ce/616cnqj5bbxqzen5zwhzqhst14lpua9.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E5%A4%9A
NO.126,多啦多,Ⅱ阶,"毒, 地",原始形态,原始形态,否,NO126_多啦多.png,/icons/NO126_%E5%A4%9A%E5%95%A6%E5%A4%9A.png,https://patchwiki.biligame.com/images/rocom/c/ce/aewpz1647wrfl4r6fzxzem25ia6w3z8.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E5%95%A6%E5%A4%9A
NO.127,古啦多,最终形态,"毒, 地",原始形态,原始形态,否,NO127_古啦多.png,/icons/NO127_%E5%8F%A4%E5%95%A6%E5%A4%9A.png,https://patchwiki.biligame.com/images/rocom/d/d8/nauiiyi051f6jwn5tuy0mrao8j1z1hn.png,https://wiki.biligame.com/rocom/%E5%8F%A4%E5%95%A6%E5%A4%9A
NO.128,哭哭菇,Ⅰ阶,幻,原始形态,原始形态,否,NO128_哭哭菇.png,/icons/NO128_%E5%93%AD%E5%93%AD%E8%8F%87.png,https://patchwiki.biligame.com/images/rocom/e/ee/r5ob8gjuzspmnvdafl5zf5836e6bf6g.png,https://wiki.biligame.com/rocom/%E5%93%AD%E5%93%AD%E8%8F%87
NO.129,怖须菇,Ⅱ阶,幻,原始形态,原始形态,否,NO129_怖须菇.png,/icons/NO129_%E6%80%96%E9%A1%BB%E8%8F%87.png,https://patchwiki.biligame.com/images/rocom/a/a5/bh34wp7r6rvgj50zw0rz9uh7w1onmvl.png,https://wiki.biligame.com/rocom/%E6%80%96%E9%A1%BB%E8%8F%87
NO.130,怖哭菇,最终形态,幻,原始形态,原始形态,否,NO130_怖哭菇.png,/icons/NO130_%E6%80%96%E5%93%AD%E8%8F%87.png,https://patchwiki.biligame.com/images/rocom/7/77/0vwsiij65kn8tbfm24x0zxekycspl5d.png,https://wiki.biligame.com/rocom/%E6%80%96%E5%93%AD%E8%8F%87
NO.131,恶魔狼,最终形态,恶,原始形态,原始形态,是,NO131_恶魔狼.png,/icons/NO131_%E6%81%B6%E9%AD%94%E7%8B%BC.png,https://patchwiki.biligame.com/images/rocom/6/6a/8rz167blfbrzzs44u5mq8a0k7im6ap8.png,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%8B%BC
NO.131,恶魔狼（异色）,最终形态,恶,原始形态,原始形态,是,NO131_恶魔狼（异色）.png,/icons/NO131_%E6%81%B6%E9%AD%94%E7%8B%BC%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/8/8c/d7bp7k8moy6w7pt6zm7l7epnqfx3kja.png,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%8B%BC
NO.132,小电企鹅,Ⅰ阶,"冰, 电",原始形态,原始形态,否,NO132_小电企鹅.png,/icons/NO132_%E5%B0%8F%E7%94%B5%E4%BC%81%E9%B9%85.png,https://patchwiki.biligame.com/images/rocom/d/d6/4seo2uqqap8978sndkvqzoez1nc8nwy.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%94%B5%E4%BC%81%E9%B9%85
NO.133,电企鹅,最终形态,"冰, 电",原始形态,原始形态,否,NO133_电企鹅.png,/icons/NO133_%E7%94%B5%E4%BC%81%E9%B9%85.png,https://patchwiki.biligame.com/images/rocom/b/be/9br0yfxnfz0dsnrtgc7tlt75qtwxycl.png,https://wiki.biligame.com/rocom/%E7%94%B5%E4%BC%81%E9%B9%85
NO.134,雪豆丁,Ⅰ阶,冰,原始形态,原始形态,否,NO134_雪豆丁.png,/icons/NO134_%E9%9B%AA%E8%B1%86%E4%B8%81.png,https://patchwiki.biligame.com/images/rocom/d/d8/2thy3gt4khhs6gza0pb6ke0da94ajq8.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E8%B1%86%E4%B8%81
NO.135,雪蛮人,Ⅱ阶,冰,原始形态,原始形态,否,NO135_雪蛮人.png,/icons/NO135_%E9%9B%AA%E8%9B%AE%E4%BA%BA.png,https://patchwiki.biligame.com/images/rocom/e/e4/5jcbqvkc428abblnglyk3ok9nppvy4z.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E8%9B%AE%E4%BA%BA
NO.136,雪巨人,最终形态,冰,原始形态,原始形态,否,NO136_雪巨人.png,/icons/NO136_%E9%9B%AA%E5%B7%A8%E4%BA%BA.png,https://patchwiki.biligame.com/images/rocom/a/ae/jppthxewnslz9d16550t3owv0hf3emx.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%B7%A8%E4%BA%BA
NO.137,呼呼猪,Ⅰ阶,"冰, 地",原始形态,原始形态,是,NO137_呼呼猪.png,/icons/NO137_%E5%91%BC%E5%91%BC%E7%8C%AA.png,https://patchwiki.biligame.com/images/rocom/e/e8/8vuqx5j838k85ddgjcl56zhh42wtfqa.png,https://wiki.biligame.com/rocom/%E5%91%BC%E5%91%BC%E7%8C%AA
NO.137,呼呼猪（异色）,Ⅰ阶,"冰, 地",原始形态,原始形态,是,NO137_呼呼猪（异色）.png,/icons/NO137_%E5%91%BC%E5%91%BC%E7%8C%AA%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/f/f1/9u3fequest0u8fn680z2oz0ycca8miv.png,https://wiki.biligame.com/rocom/%E5%91%BC%E5%91%BC%E7%8C%AA
NO.138,獠牙猪,最终形态,"冰, 地",原始形态,原始形态,是,NO138_獠牙猪.png,/icons/NO138_%E7%8D%A0%E7%89%99%E7%8C%AA.png,https://patchwiki.biligame.com/images/rocom/e/e7/9k7bizwcoun5u7cvgvqgchfd9dmyxou.png,https://wiki.biligame.com/rocom/%E7%8D%A0%E7%89%99%E7%8C%AA
NO.138,獠牙猪（异色）,最终形态,"冰, 地",原始形态,原始形态,是,NO138_獠牙猪（异色）.png,/icons/NO138_%E7%8D%A0%E7%89%99%E7%8C%AA%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/4/4f/tu0dhncbrnstzl3ugzzovrfq8ckfx6q.png,https://wiki.biligame.com/rocom/%E7%8D%A0%E7%89%99%E7%8C%AA
NO.139,雪娃娃,Ⅰ阶,冰,原始形态,原始形态,否,NO139_雪娃娃.png,/icons/NO139_%E9%9B%AA%E5%A8%83%E5%A8%83.png,https://patchwiki.biligame.com/images/rocom/2/2f/e14xbg7hrv1sv43e1qqhk145dsjcd3x.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%A8%83%E5%A8%83
NO.140,冰封怨灵,Ⅱ阶,冰,原始形态,原始形态,否,NO140_冰封怨灵.png,/icons/NO140_%E5%86%B0%E5%B0%81%E6%80%A8%E7%81%B5.png,https://patchwiki.biligame.com/images/rocom/2/20/kgz0l0h5v268zpumgfbqz7nhqtvgyey.png,https://wiki.biligame.com/rocom/%E5%86%B0%E5%B0%81%E6%80%A8%E7%81%B5
NO.141,雪灵,最终形态,冰,原始形态,原始形态,否,NO141_雪灵.png,/icons/NO141_%E9%9B%AA%E7%81%B5.png,https://patchwiki.biligame.com/images/rocom/2/20/s8u199aia0fr684sn42zevm9y7jblmz.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E7%81%B5
NO.142,大耳帽兜,Ⅰ阶,"冰, 萌",原始形态,原始形态,是,NO142_大耳帽兜.png,/icons/NO142_%E5%A4%A7%E8%80%B3%E5%B8%BD%E5%85%9C.png,https://patchwiki.biligame.com/images/rocom/9/90/5nj4in6eecm1rhiqat7avfogm5l3cx0.png,https://wiki.biligame.com/rocom/%E5%A4%A7%E8%80%B3%E5%B8%BD%E5%85%9C
NO.142,大耳帽兜（异色）,Ⅰ阶,"冰, 萌",原始形态,原始形态,是,NO142_大耳帽兜（异色）.png,/icons/NO142_%E5%A4%A7%E8%80%B3%E5%B8%BD%E5%85%9C%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/c/c9/kpgbuasmb64v2gmnvar4fv4hs1nzkn0.png,https://wiki.biligame.com/rocom/%E5%A4%A7%E8%80%B3%E5%B8%BD%E5%85%9C
NO.143,帽兜娃娃,Ⅱ阶,"冰, 萌",原始形态,原始形态,是,NO143_帽兜娃娃.png,/icons/NO143_%E5%B8%BD%E5%85%9C%E5%A8%83%E5%A8%83.png,https://patchwiki.biligame.com/images/rocom/5/5a/q7sirjhoajj2l6afronw9k5u8w84ibs.png,https://wiki.biligame.com/rocom/%E5%B8%BD%E5%85%9C%E5%A8%83%E5%A8%83
NO.143,帽兜娃娃（异色）,Ⅱ阶,"冰, 萌",原始形态,原始形态,是,NO143_帽兜娃娃（异色）.png,/icons/NO143_%E5%B8%BD%E5%85%9C%E5%A8%83%E5%A8%83%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/6/65/j8o31t180whm80j3rc8qv2qt228ylh0.png,https://wiki.biligame.com/rocom/%E5%B8%BD%E5%85%9C%E5%A8%83%E5%A8%83
NO.144,雪影娃娃,最终形态,"冰, 萌",原始形态,原始形态,是,NO144_雪影娃娃.png,/icons/NO144_%E9%9B%AA%E5%BD%B1%E5%A8%83%E5%A8%83.png,https://patchwiki.biligame.com/images/rocom/1/12/ixakouy2o2kjsl0ytlhtdzhoukgoq3o.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%BD%B1%E5%A8%83%E5%A8%83
NO.144,雪影娃娃（异色）,最终形态,"冰, 萌",原始形态,原始形态,是,NO144_雪影娃娃（异色）.png,/icons/NO144_%E9%9B%AA%E5%BD%B1%E5%A8%83%E5%A8%83%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/9/9e/62t72i1tuv4mwq8abr9ppobh6m5ljlv.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%BD%B1%E5%A8%83%E5%A8%83
NO.145,权杖-Ⅱ,Ⅰ阶,机械,原始形态,原始形态,否,NO145_权杖-Ⅱ.png,/icons/NO145_%E6%9D%83%E6%9D%96-%E2%85%A1.png,https://patchwiki.biligame.com/images/rocom/2/29/36ojm8e9bg86sdwvq2lru4guexscjpm.png,https://wiki.biligame.com/rocom/%E6%9D%83%E6%9D%96-%E2%85%A1
NO.146,权杖-Ⅴ,最终形态,机械,原始形态,原始形态,否,NO146_权杖-Ⅴ.png,/icons/NO146_%E6%9D%83%E6%9D%96-%E2%85%A4.png,https://patchwiki.biligame.com/images/rocom/1/13/t0s6mddc58b2nr8ezmolme9pn86uty5.png,https://wiki.biligame.com/rocom/%E6%9D%83%E6%9D%96-%E2%85%A4
NO.147,灵狐,Ⅰ阶,"火, 冰",原始形态,原始形态,否,NO147_灵狐.png,/icons/NO147_%E7%81%B5%E7%8B%90.png,https://patchwiki.biligame.com/images/rocom/0/0a/nmkg7ux0y9xb2o2q92ircdz5t11die4.png,https://wiki.biligame.com/rocom/%E7%81%B5%E7%8B%90
NO.148,九尾狐,Ⅱ阶,"火, 冰",原始形态,原始形态,否,NO148_九尾狐.png,/icons/NO148_%E4%B9%9D%E5%B0%BE%E7%8B%90.png,https://patchwiki.biligame.com/images/rocom/0/04/6aatpzw69pbptt2uju04hv2tod4ypc9.png,https://wiki.biligame.com/rocom/%E4%B9%9D%E5%B0%BE%E7%8B%90
NO.149,尖嘴狐仙,最终形态,"火, 冰",原始形态,原始形态,否,NO149_尖嘴狐仙.png,/icons/NO149_%E5%B0%96%E5%98%B4%E7%8B%90%E4%BB%99.png,https://patchwiki.biligame.com/images/rocom/b/b1/gqbvamoe1ljcd3be988hlopoxdo44ak.png,https://wiki.biligame.com/rocom/%E5%B0%96%E5%98%B4%E7%8B%90%E4%BB%99
NO.150,里奥,Ⅰ阶,翼,原始形态,原始形态,否,NO150_里奥.png,/icons/NO150_%E9%87%8C%E5%A5%A5.png,https://patchwiki.biligame.com/images/rocom/6/62/mwlzc3o7mx5a5oo646nljqm8jsuhypa.png,https://wiki.biligame.com/rocom/%E9%87%8C%E5%A5%A5
NO.151,灵羽勇士,Ⅱ阶,翼,原始形态,原始形态,否,NO151_灵羽勇士.png,/icons/NO151_%E7%81%B5%E7%BE%BD%E5%8B%87%E5%A3%AB.png,https://patchwiki.biligame.com/images/rocom/4/44/tmhilmz97pggub3yrsredfnuv5e2jd2.png,https://wiki.biligame.com/rocom/%E7%81%B5%E7%BE%BD%E5%8B%87%E5%A3%AB
NO.152,圣羽翼王,最终形态,翼,原始形态,原始形态,否,NO152_圣羽翼王.png,/icons/NO152_%E5%9C%A3%E7%BE%BD%E7%BF%BC%E7%8E%8B.png,https://patchwiki.biligame.com/images/rocom/4/40/lbxi6r2yicliuipn8dp7n5pk90xfjo4.png,https://wiki.biligame.com/rocom/%E5%9C%A3%E7%BE%BD%E7%BF%BC%E7%8E%8B
NO.153,松仔,Ⅰ阶,"草, 武",原始形态,原始形态,否,NO153_松仔.png,/icons/NO153_%E6%9D%BE%E4%BB%94.png,https://patchwiki.biligame.com/images/rocom/c/ce/mx2ffpj0hb4meeslt3zqap12rr2empf.png,https://wiki.biligame.com/rocom/%E6%9D%BE%E4%BB%94
NO.154,松叶羊,Ⅱ阶,"草, 武",原始形态,原始形态,否,NO154_松叶羊.png,/icons/NO154_%E6%9D%BE%E5%8F%B6%E7%BE%8A.png,https://patchwiki.biligame.com/images/rocom/1/10/jyqtkp0noekyg69k59jbsmgjv6gjwmz.png,https://wiki.biligame.com/rocom/%E6%9D%BE%E5%8F%B6%E7%BE%8A
NO.155,针叶巡林,最终形态,"草, 武",原始形态,原始形态,否,NO155_针叶巡林.png,/icons/NO155_%E9%92%88%E5%8F%B6%E5%B7%A1%E6%9E%97.png,https://patchwiki.biligame.com/images/rocom/e/ea/3rpguccru3cfly322suefeqa3oy62vv.png,https://wiki.biligame.com/rocom/%E9%92%88%E5%8F%B6%E5%B7%A1%E6%9E%97
NO.156,小勇狮,Ⅰ阶,"火, 武",原始形态,原始形态,否,NO156_小勇狮.png,/icons/NO156_%E5%B0%8F%E5%8B%87%E7%8B%AE.png,https://patchwiki.biligame.com/images/rocom/a/ae/h52qsm9zkr20bazu590ccljhin1f5ci.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E5%8B%87%E7%8B%AE
NO.157,炽焰狮,Ⅱ阶,"火, 武",原始形态,原始形态,否,NO157_炽焰狮.png,/icons/NO157_%E7%82%BD%E7%84%B0%E7%8B%AE.png,https://patchwiki.biligame.com/images/rocom/f/f0/rxu5mpa797fea42tmp0o0prbnkfl9ke.png,https://wiki.biligame.com/rocom/%E7%82%BD%E7%84%B0%E7%8B%AE
NO.158,炽心勇狮,最终形态,"火, 武",原始形态,原始形态,否,NO158_炽心勇狮.png,/icons/NO158_%E7%82%BD%E5%BF%83%E5%8B%87%E7%8B%AE.png,https://patchwiki.biligame.com/images/rocom/9/98/1jj3iwg4l6yjpl6zfizm3jz7rmbqe7q.png,https://wiki.biligame.com/rocom/%E7%82%BD%E5%BF%83%E5%8B%87%E7%8B%AE
NO.159,水滴蛇,Ⅰ阶,"水, 武",原始形态,原始形态,否,NO159_水滴蛇.png,/icons/NO159_%E6%B0%B4%E6%BB%B4%E8%9B%87.png,https://patchwiki.biligame.com/images/rocom/f/f5/77ajklz8fw3oeg6kncdco7txsg5jtv0.png,https://wiki.biligame.com/rocom/%E6%B0%B4%E6%BB%B4%E8%9B%87
NO.160,水蛇锁,Ⅱ阶,"水, 武",原始形态,原始形态,否,NO160_水蛇锁.png,/icons/NO160_%E6%B0%B4%E8%9B%87%E9%94%81.png,https://patchwiki.biligame.com/images/rocom/7/78/ignv9i4pxcmru908q7s197mn0vlquug.png,https://wiki.biligame.com/rocom/%E6%B0%B4%E8%9B%87%E9%94%81
NO.161,游蛇魔使,最终形态,"水, 武",原始形态,原始形态,否,NO161_游蛇魔使.png,/icons/NO161_%E6%B8%B8%E8%9B%87%E9%AD%94%E4%BD%BF.png,https://patchwiki.biligame.com/images/rocom/b/bf/oggcovajukek3g37v0dti0t7dguqkw2.png,https://wiki.biligame.com/rocom/%E6%B8%B8%E8%9B%87%E9%AD%94%E4%BD%BF
NO.162,公平鸽,最终形态,普通,原始形态,原始形态,否,NO162_公平鸽.png,/icons/NO162_%E5%85%AC%E5%B9%B3%E9%B8%BD.png,https://patchwiki.biligame.com/images/rocom/1/14/mfnm7m1309w6i464sm5kuagyb6yzxoi.png,https://wiki.biligame.com/rocom/%E5%85%AC%E5%B9%B3%E9%B8%BD
NO.163,小怂猫,Ⅰ阶,武,原始形态,原始形态,否,NO163_小怂猫.png,/icons/NO163_%E5%B0%8F%E6%80%82%E7%8C%AB.png,https://patchwiki.biligame.com/images/rocom/1/14/5se74tvs12feru1mjsfsvfq8c0mr1gg.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E6%80%82%E7%8C%AB
NO.164,怒目怂猫,最终形态,武,原始形态,原始形态,否,NO164_怒目怂猫.png,/icons/NO164_%E6%80%92%E7%9B%AE%E6%80%82%E7%8C%AB.png,https://patchwiki.biligame.com/images/rocom/0/08/0jj0vlt3qpo3dp9gha2nj5tbnydfvjp.png,https://wiki.biligame.com/rocom/%E6%80%92%E7%9B%AE%E6%80%82%E7%8C%AB
NO.165,小狮鹫（崖间地的样子）,Ⅰ阶,翼,原始形态,原始形态,否,NO165_小狮鹫（崖间地的样子）.png,/icons/NO165_%E5%B0%8F%E7%8B%AE%E9%B9%AB%EF%BC%88%E5%B4%96%E9%97%B4%E5%9C%B0%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/5/5c/6s8lzcshdpyujwzub5zz1wk94d16vp2.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%8B%AE%E9%B9%AB%EF%BC%88%E5%B4%96%E9%97%B4%E5%9C%B0%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.166,神圣狮鹫（崖间地的样子）,Ⅱ阶,翼,原始形态,原始形态,否,NO166_神圣狮鹫（崖间地的样子）.png,/icons/NO166_%E7%A5%9E%E5%9C%A3%E7%8B%AE%E9%B9%AB%EF%BC%88%E5%B4%96%E9%97%B4%E5%9C%B0%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/d/d9/3mwu2jzht3bpapm9p9u6imj8tspjz6z.png,https://wiki.biligame.com/rocom/%E7%A5%9E%E5%9C%A3%E7%8B%AE%E9%B9%AB%EF%BC%88%E5%B4%96%E9%97%B4%E5%9C%B0%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.167,皇家狮鹫（崖间地的样子）,最终形态,翼,原始形态,原始形态,否,NO167_皇家狮鹫（崖间地的样子）.png,/icons/NO167_%E7%9A%87%E5%AE%B6%E7%8B%AE%E9%B9%AB%EF%BC%88%E5%B4%96%E9%97%B4%E5%9C%B0%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/0/09/nji78x7xa58n2ye2yhkqgedpywia239.png,https://wiki.biligame.com/rocom/%E7%9A%87%E5%AE%B6%E7%8B%AE%E9%B9%AB%EF%BC%88%E5%B4%96%E9%97%B4%E5%9C%B0%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.168,圆眼蜘蛛,Ⅰ阶,虫,原始形态,原始形态,否,NO168_圆眼蜘蛛.png,/icons/NO168_%E5%9C%86%E7%9C%BC%E8%9C%98%E8%9B%9B.png,https://patchwiki.biligame.com/images/rocom/5/58/rjtkumy4o5iea035omnat6k7rsy4gpj.png,https://wiki.biligame.com/rocom/%E5%9C%86%E7%9C%BC%E8%9C%98%E8%9B%9B
NO.169,尖角蜘蛛,Ⅱ阶,"虫, 毒",原始形态,原始形态,否,NO169_尖角蜘蛛.png,/icons/NO169_%E5%B0%96%E8%A7%92%E8%9C%98%E8%9B%9B.png,https://patchwiki.biligame.com/images/rocom/2/25/3n27a5qdo9pkbpn9ukwq7ibk8y9b8hs.png,https://wiki.biligame.com/rocom/%E5%B0%96%E8%A7%92%E8%9C%98%E8%9B%9B
NO.170,芋香巨角蛛,最终形态,"虫, 毒",原始形态,原始形态,否,NO170_芋香巨角蛛.png,/icons/NO170_%E8%8A%8B%E9%A6%99%E5%B7%A8%E8%A7%92%E8%9B%9B.png,https://patchwiki.biligame.com/images/rocom/7/78/7wig6sc6qf6fh5la1u2ykbxe5wv4f85.png,https://wiki.biligame.com/rocom/%E8%8A%8B%E9%A6%99%E5%B7%A8%E8%A7%92%E8%9B%9B
NO.171,波波螺,Ⅰ阶,"地, 水",原始形态,原始形态,否,NO171_波波螺.png,/icons/NO171_%E6%B3%A2%E6%B3%A2%E8%9E%BA.png,https://patchwiki.biligame.com/images/rocom/0/00/n1wjd2lnqi3s5qqgpetirog1lcu6y3o.png,https://wiki.biligame.com/rocom/%E6%B3%A2%E6%B3%A2%E8%9E%BA
NO.172,消波螺,Ⅱ阶,"地, 水",原始形态,原始形态,否,NO172_消波螺.png,/icons/NO172_%E6%B6%88%E6%B3%A2%E8%9E%BA.png,https://patchwiki.biligame.com/images/rocom/1/13/nk6gil7o7hxap4a1cbmksobdxh2rvvp.png,https://wiki.biligame.com/rocom/%E6%B6%88%E6%B3%A2%E8%9E%BA
NO.173,嗜波螺,最终形态,"地, 水",原始形态,原始形态,否,NO173_嗜波螺.png,/icons/NO173_%E5%97%9C%E6%B3%A2%E8%9E%BA.png,https://patchwiki.biligame.com/images/rocom/9/97/sk3qfoelkzy6xlawmknc5svbmwiepqg.png,https://wiki.biligame.com/rocom/%E5%97%9C%E6%B3%A2%E8%9E%BA
NO.174,菇菇丁,Ⅰ阶,"地, 草",原始形态,原始形态,否,NO174_菇菇丁.png,/icons/NO174_%E8%8F%87%E8%8F%87%E4%B8%81.png,https://patchwiki.biligame.com/images/rocom/d/df/t98utjcp899ymqdm8bvpapuoajiri1k.png,https://wiki.biligame.com/rocom/%E8%8F%87%E8%8F%87%E4%B8%81
NO.175,多菇丁,Ⅱ阶,"地, 草",原始形态,原始形态,否,NO175_多菇丁.png,/icons/NO175_%E5%A4%9A%E8%8F%87%E4%B8%81.png,https://patchwiki.biligame.com/images/rocom/5/54/5zfiphchqveime7yps9honw4eh4x82b.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E8%8F%87%E4%B8%81
NO.176,九幽菇,最终形态,"地, 草",原始形态,原始形态,否,NO176_九幽菇.png,/icons/NO176_%E4%B9%9D%E5%B9%BD%E8%8F%87.png,https://patchwiki.biligame.com/images/rocom/7/7a/n1t0h2rav7kjmjssgf2ctnahj8vaf0u.png,https://wiki.biligame.com/rocom/%E4%B9%9D%E5%B9%BD%E8%8F%87
NO.177,斑斑,Ⅰ阶,翼,原始形态,原始形态,否,NO177_斑斑.png,/icons/NO177_%E6%96%91%E6%96%91.png,https://patchwiki.biligame.com/images/rocom/a/a7/9yzfpa9tuduznirix7p82i40nqlkfep.png,https://wiki.biligame.com/rocom/%E6%96%91%E6%96%91
NO.178,斑枭,最终形态,翼,原始形态,原始形态,否,NO178_斑枭.png,/icons/NO178_%E6%96%91%E6%9E%AD.png,https://patchwiki.biligame.com/images/rocom/a/a7/hnf5vk2e32l7c5s4rozuy2iuopkykoq.png,https://wiki.biligame.com/rocom/%E6%96%91%E6%9E%AD
NO.179,草头鸭,Ⅰ阶,草,原始形态,原始形态,否,NO179_草头鸭.png,/icons/NO179_%E8%8D%89%E5%A4%B4%E9%B8%AD.png,https://patchwiki.biligame.com/images/rocom/e/e3/23v62tjddaret7a0jlqww40noorvmir.png,https://wiki.biligame.com/rocom/%E8%8D%89%E5%A4%B4%E9%B8%AD
NO.180,卷毛鸭,最终形态,"草, 武",原始形态,原始形态,否,NO180_卷毛鸭.png,/icons/NO180_%E5%8D%B7%E6%AF%9B%E9%B8%AD.png,https://patchwiki.biligame.com/images/rocom/0/0f/pzglsihj4tscuiypshxtjxq7x9u9bwp.png,https://wiki.biligame.com/rocom/%E5%8D%B7%E6%AF%9B%E9%B8%AD
NO.181,海豹战士,Ⅰ阶,"武, 水",原始形态,原始形态,否,NO181_海豹战士.png,/icons/NO181_%E6%B5%B7%E8%B1%B9%E6%88%98%E5%A3%AB.png,https://patchwiki.biligame.com/images/rocom/b/b5/n6mz568m7fofwz1w3lkc5qk6bsxfy9s.png,https://wiki.biligame.com/rocom/%E6%B5%B7%E8%B1%B9%E6%88%98%E5%A3%AB
